Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,IsNewCustomer,LowSatisfaction,HighCashback,RecentlyActive,MaritalStatus_Married,MaritalStatus_Single,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others
15,13,4,1,5,1,1,260.91,0,0,1,1,1,False,True,False,False,False,False
20,9,3,3,10,1,13,237.7,0,0,0,1,0,True,False,True,False,False,False
30,22,3,5,9,0,2,154.05,0,0,0,0,1,False,True,False,True,False,False
6,34,3,3,2,1,7,152.07,0,0,0,0,0,True,False,False,True,False,False
0,15,3,3,2,0,2,127.42,1,1,0,0,1,True,False,False,False,True,False
8,8,5,4,3,1,11,288.24,1,0,0,1,0,False,True,False,False,False,True
5,35,3,3,10,0,7,140.25,0,1,0,0,0,False,True,False,False,True,False
1,8,6,4,8,0,1,192.35,1,1,0,1,1,False,True,False,True,False,False
8,7,5,1,3,1,4,161.22,0,0,1,0,0,True,False,False,False,True,False
19,10,4,4,3,0,8,287.89,0,0,0,1,0,False,False,False,False,False,True
0,6,3,1,10,1,2,147.87,1,1,1,0,1,True,False,False,False,True,False
0,11,3,1,2,0,2,131.17,0,1,1,0,1,False,True,False,False,True,False
18,11,5,5,2,1,4,157.69,0,0,0,0,0,False,True,False,True,False,False
15,29,3,1,3,0,0,259.92,0,0,1,1,1,False,True,True,False,False,False
1,22,1,5,1,0,7,156.61,0,1,0,0,0,False,True,False,True,False,False
23,15,3,3,5,1,0,293.31,0,0,0,1,1,True,False,False,False,False,True
3,26,3,5,1,0,2,199.57,0,1,0,1,1,False,False,False,True,False,False
14,12,3,5,3,1,17,147.21,0,0,0,0,0,False,True,False,False,True,False
26,29,3,2,7,0,8,242.75,0,0,1,1,0,False,True,True,False,False,False
3,27,4,1,3,0,11,163.12,0,1,1,0,0,True,False,False,False,True,False
8,22,3,3,5,1,0,176.32,0,0,0,1,1,False,False,False,False,False,False
31,7,6,3,4,1,3,181.6,0,0,0,1,1,True,False,False,True,False,False
18,13,3,5,2,0,11,152.1,0,0,0,0,0,True,False,False,False,False,False
11,8,4,3,4,1,2,177.56,0,0,0,1,1,True,False,False,False,False,False
9,6,3,1,5,0,0,166.53,0,0,1,1,1,False,True,False,True,False,False
10,22,4,3,5,0,0,163.34,0,0,0,0,1,True,False,False,True,False,False
28,24,3,4,4,0,7,268.35,0,0,0,1,0,False,True,True,False,False,False
27,20,2,5,3,0,4,169.5,0,0,0,1,0,True,False,False,True,False,False
0,15,3,5,4,1,3,182.24,1,1,0,1,1,False,True,False,True,False,False
19,11,4,5,6,1,4,175.06,0,0,0,1,0,True,False,False,True,False,False
12,12,3,4,5,0,2,183.76,0,0,0,1,1,False,True,False,False,False,False
20,10,2,5,4,0,9,257.25,0,0,0,1,0,True,False,True,False,False,False
29,25,4,4,5,0,8,293.35,0,0,0,1,0,False,True,True,False,False,False
13,18,3,5,3,0,7,144.48,0,0,0,0,0,True,False,False,True,False,False
1,11,5,5,3,0,4,167.56,0,1,0,1,0,True,False,False,True,False,False
13,6,3,3,4,1,0,147.28,1,0,0,0,1,False,True,False,True,False,False
5,27,4,3,3,0,3,166.97,0,1,0,1,1,True,False,False,True,False,False
23,17,3,4,4,0,4,299.26,0,0,0,1,0,False,True,False,False,False,True
0,6,4,4,2,0,0,128.36,0,1,0,0,1,False,True,False,False,True,False
20,9,4,2,4,0,5,198.79,0,0,1,1,0,True,False,False,True,False,False
18,8,4,1,8,1,3,149.36,0,0,1,0,1,False,True,False,False,True,False
12,15,3,4,10,0,3,167.82,0,0,0,1,1,False,True,False,True,False,False
5,12,4,4,3,0,3,152.89,0,1,0,0,1,True,False,False,False,True,False
7,8,4,5,2,0,3,143.81,0,0,0,0,1,False,True,False,False,True,False
29,9,4,4,5,0,3,234.76,0,0,0,1,1,True,False,False,False,False,False
7,6,4,5,1,0,9,153.43,0,0,0,0,0,False,True,False,True,False,False
4,34,4,1,9,0,8,178.04,0,1,1,1,0,True,False,False,True,False,False
19,9,3,3,4,0,9,274.65,0,0,0,1,0,True,False,True,False,False,False
20,31,3,3,3,0,11,186.33,0,0,0,1,0,False,True,False,False,False,False
29,7,2,2,4,0,1,272.32,0,0,1,1,1,True,False,True,False,False,False
1,13,5,4,3,0,4,148.68,0,1,0,0,0,True,False,False,False,True,False
7,7,5,3,3,0,1,145.08,0,0,0,0,1,True,False,False,False,True,False
1,17,4,5,3,1,11,295.68,0,1,0,1,0,True,False,True,False,False,False
1,32,4,3,3,0,8,154.42,0,1,0,0,0,True,False,False,False,True,False
5,9,6,2,6,1,1,152.78,1,1,1,0,1,True,False,False,False,True,False
1,22,4,3,9,0,1,173.34,1,1,0,1,1,True,False,False,True,False,False
25,13,3,4,8,0,0,204.45,0,0,0,1,1,False,True,False,False,False,False
18,34,4,4,2,0,6,267.04,0,0,0,1,0,False,True,True,False,False,False
20,10,4,4,10,0,2,291.06,0,0,0,1,1,False,False,True,False,False,False
11,28,3,5,3,1,8,160.64,0,0,0,0,0,False,False,False,False,True,False
4,12,4,3,2,1,2,127.03,0,1,0,0,1,True,False,False,False,True,False
15,13,5,4,8,1,3,185.32,0,0,0,1,1,False,True,False,True,False,False
17,6,3,5,6,1,3,154.54,0,0,0,0,1,True,False,False,True,False,False
5,6,3,1,2,1,8,161.62,0,1,1,0,0,True,False,False,True,False,False
0,6,5,4,7,0,0,167.35,1,1,0,1,1,False,True,False,True,False,False
10,15,5,5,2,0,4,148.42,0,0,0,0,0,True,False,False,False,True,False
7,21,3,5,2,0,6,161.25,0,0,0,0,0,False,True,False,True,False,False
16,17,4,5,2,0,10,292.99,0,0,0,1,0,True,False,True,False,False,False
12,8,4,2,9,0,4,152.04,0,0,1,0,0,False,False,False,True,False,False
7,9,4,4,10,0,8,176.47,0,0,0,1,0,False,True,False,True,False,False
6,9,5,5,6,0,5,146.76,0,0,0,0,0,False,True,False,True,False,False
1,25,4,3,2,0,3,152.74,0,1,0,0,1,True,False,False,False,True,False
31,28,4,1,6,1,1,303.75,0,0,1,1,1,True,False,True,False,False,False
0,14,3,3,2,0,7,187.26,0,1,0,1,0,False,True,False,False,False,False
14,6,4,3,2,0,10,291.89,0,0,0,1,0,False,False,False,False,False,True
0,16,3,1,2,0,2,146.84,0,1,1,0,1,False,True,False,True,False,False
30,13,1,2,1,1,9,152.2,0,0,1,0,0,True,False,False,True,False,False
7,17,4,3,3,0,10,179.87,0,0,0,1,0,False,True,False,True,False,False
0,29,4,5,2,0,10,173.36,1,1,0,1,0,False,False,False,False,False,False
3,7,5,2,5,0,8,286.24,0,1,1,1,0,True,False,True,False,False,False
8,22,3,4,1,0,9,180.2,0,0,0,1,0,False,False,False,False,False,False
5,10,4,3,2,0,8,161.62,0,1,0,0,0,True,False,False,True,False,False
18,7,4,1,6,1,3,156.95,0,0,1,0,1,True,False,False,False,True,False
11,9,3,1,9,1,0,168.61,0,0,1,1,1,False,True,False,True,False,False
1,17,4,1,2,0,2,146.45,0,1,1,0,1,True,False,False,False,True,False
7,24,5,3,11,1,1,149.37,1,0,0,0,1,True,False,False,False,True,False
1,10,5,3,3,1,2,150.66,0,1,0,0,1,True,False,False,False,True,False
1,7,5,3,3,0,3,171.17,0,1,0,1,1,False,True,False,True,False,False
9,15,1,4,2,0,2,128.1,0,0,0,0,1,True,False,False,False,True,False
14,35,6,5,5,0,2,234.32,0,0,0,1,1,True,False,False,False,False,False
26,10,5,5,3,0,17,293.56,0,0,0,1,0,False,False,True,False,False,False
19,7,4,1,5,0,3,147.7,0,0,1,0,1,True,False,False,False,True,False
3,8,4,1,6,1,0,168.77,0,1,1,1,1,False,True,False,True,False,False
24,35,4,5,6,1,3,293.8,0,0,0,1,1,False,False,True,False,False,False
0,20,4,4,2,1,2,137.43,1,1,0,0,1,True,False,False,False,True,False
0,23,3,3,1,1,0,127.41,1,1,0,0,1,True,False,False,False,True,False
11,26,4,4,3,1,10,201.42,0,0,0,1,0,False,True,False,False,False,False
14,8,4,4,5,0,4,148.87,0,0,0,0,0,True,False,False,False,True,False
10,25,4,1,4,0,10,202.79,0,0,1,1,0,False,True,False,True,False,False
2,16,4,3,10,0,4,158.69,0,1,0,0,0,False,True,False,True,False,False
10,16,3,4,2,0,7,139.36,0,0,0,0,0,True,False,False,False,True,False
6,16,1,3,1,1,8,183.8,0,0,0,1,0,True,False,False,False,False,False
0,15,3,1,2,0,7,141.05,0,1,1,0,0,False,True,False,True,False,False
9,34,4,3,4,0,8,193.83,0,0,0,1,0,True,False,False,True,False,False
1,21,4,2,2,1,8,200.53,1,1,1,1,0,False,True,False,False,False,False
6,11,4,2,2,0,2,129.11,0,0,1,0,1,False,False,False,False,True,False
2,13,3,2,2,1,0,166.23,0,1,1,1,1,True,False,False,True,False,False
3,35,3,4,4,0,3,192.5,0,1,0,1,1,True,False,False,False,False,False
8,23,3,5,4,1,7,189.66,0,0,0,1,0,False,False,False,True,False,False
10,10,4,1,7,0,1,153.35,0,0,1,0,1,True,False,False,False,True,False
1,15,5,1,8,0,3,146.8,1,1,1,0,1,True,False,False,False,True,False
26,9,5,3,3,1,13,315.68,0,0,0,1,0,False,True,False,False,False,True
11,10,4,4,5,0,2,166.07,0,0,0,1,1,False,True,False,True,False,False
3,6,4,1,2,1,0,151.26,0,1,1,0,1,True,False,False,True,False,False
1,34,4,2,3,0,10,201.39,1,1,1,1,0,False,False,False,False,False,False
0,16,4,3,2,0,0,112.0,0,1,0,0,1,False,True,False,False,True,False
18,7,4,1,8,1,3,149.36,0,0,1,0,1,False,True,False,False,True,False
7,29,4,4,2,0,8,186.46,0,0,0,1,0,True,False,False,True,False,False
1,21,4,5,3,1,9,147.35,0,1,0,0,0,False,False,False,False,True,False
5,27,4,3,3,0,1,194.32,0,1,0,1,1,False,False,False,True,False,False
11,13,3,5,6,1,8,184.74,0,0,0,1,0,True,False,False,True,False,False
15,8,5,1,2,0,9,298.45,1,0,1,1,0,True,False,False,False,False,True
13,11,4,5,6,1,12,204.75,0,0,0,1,0,True,False,False,False,False,False
4,29,4,2,1,0,8,155.82,0,1,1,0,0,False,False,False,True,False,False
7,13,4,2,5,0,8,202.25,0,0,1,1,0,True,False,False,True,False,False
15,8,3,3,6,0,14,288.8,0,0,0,1,0,True,False,False,False,False,True
13,16,4,5,3,0,10,176.51,0,0,0,1,0,True,False,False,True,False,False
9,9,1,5,7,0,4,168.42,0,0,0,1,0,True,False,False,True,False,False
16,15,4,1,3,0,10,309.3,0,0,1,1,0,True,False,False,False,False,True
12,17,4,1,3,0,10,178.43,0,0,1,1,0,True,False,False,True,False,False
0,10,4,2,1,0,4,131.62,0,1,1,0,0,False,False,False,False,True,False
5,19,4,3,3,0,9,320.45,1,1,0,1,0,False,False,False,False,False,True
2,35,5,3,9,0,6,163.84,0,1,0,0,0,True,False,False,True,False,False
15,35,5,1,5,0,0,142.72,0,0,1,0,1,False,True,False,True,False,False
0,25,3,1,4,0,2,136.69,0,1,1,0,1,True,False,False,False,True,False
8,8,5,3,3,1,7,195.83,0,0,0,1,0,True,False,False,False,False,False
14,19,4,5,4,0,8,169.48,0,0,0,1,0,True,False,False,True,False,False
0,31,1,1,2,1,1,129.94,0,1,1,0,1,False,True,False,False,True,False
11,8,3,5,4,0,7,168.93,0,0,0,1,0,True,False,False,True,False,False
9,11,5,1,3,0,3,148.76,0,0,1,0,1,True,False,False,False,True,False
4,13,3,5,2,0,12,143.06,0,1,0,0,0,True,False,False,True,False,False
1,15,6,3,3,0,3,171.21,0,1,0,1,1,True,False,False,False,True,False
9,13,6,1,3,0,9,191.46,0,0,1,1,0,False,True,False,True,False,False
14,16,5,2,11,0,3,173.76,0,0,1,1,1,False,False,False,True,False,False
9,17,3,1,1,0,8,197.38,0,0,1,1,0,True,False,False,False,False,False
22,24,4,3,2,1,9,295.02,0,0,0,1,0,True,False,False,False,False,True
15,17,4,2,9,0,11,187.3,0,0,1,1,0,False,True,False,True,False,False
19,11,3,4,2,1,2,150.21,0,0,0,0,1,True,False,False,True,False,False
22,14,4,5,6,0,3,179.86,0,0,0,1,1,True,False,False,True,False,False
2,8,6,1,2,0,6,191.74,0,1,1,1,0,True,False,False,True,False,False
23,34,3,5,5,1,2,268.8,0,0,0,1,1,False,False,True,False,False,False
9,9,3,4,4,1,1,192.78,0,0,0,1,1,False,True,False,True,False,False
11,13,4,2,1,0,5,140.28,0,0,1,0,0,False,True,False,True,False,False
1,16,4,5,2,1,4,207.24,1,1,0,1,0,False,True,False,True,False,False
0,21,3,3,8,1,7,236.1,1,1,0,1,0,True,False,False,False,False,False
7,7,3,1,10,0,1,154.84,0,0,1,0,1,True,False,False,True,False,False
26,26,4,1,2,0,3,167.58,0,0,1,1,1,True,False,False,False,True,False
10,17,5,3,3,1,8,181.73,0,0,0,1,0,True,False,False,True,False,False
7,34,4,3,2,0,7,167.12,0,0,0,1,0,True,False,False,True,False,False
13,22,4,3,7,0,0,150.94,0,0,0,0,1,False,True,False,True,False,False
3,6,5,3,4,0,2,138.33,0,1,0,0,1,False,False,False,False,True,False
23,6,3,2,4,0,6,295.17,0,0,1,1,0,True,False,False,False,False,True
2,7,5,1,3,1,8,193.34,0,1,1,1,0,True,False,False,True,False,False
15,32,3,5,4,1,0,231.91000000000005,0,0,0,1,1,False,False,False,False,False,False
0,31,3,1,2,1,1,127.95,1,1,1,0,1,False,True,False,False,True,False
1,16,4,5,3,0,3,150.0,0,1,0,0,1,True,False,False,False,True,False
0,8,5,1,4,0,0,150.71,0,1,1,0,1,False,True,False,True,False,False
15,17,6,4,3,0,10,186.51,0,0,0,1,0,False,True,False,True,False,False
3,16,2,3,8,0,1,149.51,0,1,0,0,1,True,False,False,False,True,False
16,16,5,1,10,0,2,321.13,0,0,1,1,1,False,True,False,False,False,True
4,16,3,1,3,1,4,165.83,0,1,1,1,0,True,False,False,True,False,False
9,13,3,1,3,0,1,146.78,0,0,1,0,1,False,True,False,False,True,False
17,16,4,3,5,1,8,181.79,0,0,0,1,0,True,False,False,True,False,False
3,10,4,5,3,1,6,172.23,0,1,0,1,0,False,True,False,False,True,False
2,14,4,2,2,1,2,150.56,0,1,1,0,1,False,False,False,True,False,False
7,16,3,3,2,1,0,138.15,0,0,0,0,1,True,False,False,False,True,False
7,9,3,2,1,0,4,177.56,0,0,1,1,0,False,True,False,True,False,False
10,8,5,3,2,0,3,168.74,0,0,0,1,1,True,False,False,True,False,False
18,6,2,2,1,0,7,292.02,0,0,1,1,0,False,False,False,False,False,True
18,7,4,1,6,1,3,182.43,0,0,1,1,1,True,False,False,True,False,False
0,11,3,3,2,1,2,134.41,1,1,0,0,1,False,True,False,False,True,False
13,13,4,4,6,0,3,208.76,0,0,0,1,1,False,True,False,False,False,False
4,23,4,3,10,0,3,178.01,0,1,0,1,1,False,False,False,True,False,False
3,17,4,4,3,0,3,147.97,0,1,0,0,1,True,False,False,False,True,False
1,28,2,1,3,0,3,151.78,0,1,1,0,1,False,True,False,False,True,False
15,9,4,4,3,0,5,285.15,0,0,0,1,0,False,True,True,False,False,False
30,30,4,4,6,1,10,259.02,0,0,0,1,0,True,False,True,False,False,False
21,23,2,3,3,1,8,175.67,0,0,0,1,0,True,False,False,True,False,False
13,19,4,4,6,0,1,177.95,0,0,0,1,1,True,False,False,True,False,False
10,11,3,2,8,0,4,163.47,0,0,1,0,0,True,False,False,True,False,False
14,25,3,5,3,0,0,130.72,0,0,0,0,1,True,False,False,True,False,False
0,14,2,4,1,0,2,148.51,0,1,0,0,1,False,False,False,True,False,False
1,10,4,5,7,1,5,151.57,1,1,0,0,0,False,True,False,False,True,False
19,8,3,2,3,0,4,173.79,0,0,1,1,0,True,False,False,True,False,False
19,24,3,3,6,0,2,205.27,0,0,0,1,1,True,False,False,False,False,False
1,14,4,1,3,1,3,147.75,1,1,1,0,1,True,False,False,False,True,False
23,12,4,3,4,0,3,191.51,0,0,0,1,1,True,False,False,True,False,False
18,24,6,3,4,0,1,147.9,0,0,0,0,1,False,True,False,False,True,False
4,29,5,3,4,1,1,188.8,1,1,0,1,1,True,False,False,True,False,False
18,26,5,5,3,1,7,208.51,0,0,0,1,0,True,False,False,False,False,False
16,25,4,5,8,1,3,179.1,0,0,0,1,1,True,False,False,True,False,False
17,15,4,4,6,0,1,172.65,0,0,0,1,1,True,False,False,True,False,False
1,7,4,4,3,0,2,145.96,0,1,0,0,1,False,True,False,False,True,False
19,8,3,1,4,0,7,185.78,0,0,1,1,0,True,False,False,False,False,False
1,9,5,3,3,0,3,145.44,1,1,0,0,1,False,True,False,False,True,False
25,5,3,4,8,0,0,204.45,0,0,0,1,1,False,True,False,False,False,False
12,27,4,1,4,1,4,161.2,0,0,1,0,0,True,False,False,True,False,False
19,13,4,5,6,1,1,257.45,0,0,0,1,1,True,False,False,False,False,False
14,21,4,5,3,0,3,171.39,0,0,0,1,1,True,False,False,True,False,False
17,26,3,4,2,0,3,134.2,0,0,0,0,1,False,True,False,False,True,False
12,22,5,1,2,1,10,240.1,0,0,1,1,0,True,False,False,False,False,False
7,10,4,4,5,1,4,147.77,0,0,0,0,0,True,False,False,False,True,False
5,7,4,5,3,0,4,166.48,0,1,0,1,0,False,False,False,True,False,False
5,7,4,2,10,1,6,184.93,1,1,1,1,0,False,True,False,True,False,False
6,10,4,4,9,0,2,138.38,0,0,0,0,1,True,False,False,False,True,False
29,9,4,1,4,1,3,291.59,0,0,1,1,1,False,True,True,False,False,False
0,6,4,5,2,0,3,139.55,0,1,0,0,1,True,False,False,False,True,False
19,14,4,5,9,1,7,146.15,0,0,0,0,0,True,False,False,True,False,False
11,16,3,3,1,0,2,126.84,0,0,0,0,1,False,False,False,False,True,False
10,8,4,1,6,0,0,151.63,0,0,1,0,1,True,False,False,True,False,False
13,13,2,3,4,0,7,207.37,0,0,0,1,0,True,False,False,False,False,False
1,25,4,2,3,0,1,151.93,1,1,1,0,1,False,True,False,False,True,False
2,9,3,5,2,1,5,147.23,0,1,0,0,0,False,True,False,False,True,False
14,33,5,1,5,1,1,169.22,0,0,1,1,1,True,False,False,True,False,False
3,27,4,1,4,0,3,194.31,0,1,1,1,1,True,False,False,True,False,False
19,15,4,1,11,0,9,161.97,0,0,1,0,0,True,False,False,True,False,False
26,7,4,2,4,0,9,295.99,0,0,1,1,0,False,False,True,False,False,False
19,20,3,4,10,1,3,149.63,1,0,0,0,1,True,False,False,False,True,False
27,9,5,4,4,0,13,200.25,0,0,0,1,0,True,False,False,False,False,False
3,15,3,5,2,0,10,130.72,0,1,0,0,0,True,False,False,True,False,False
0,10,4,3,6,0,2,138.94,1,1,0,0,1,False,True,False,False,True,False
22,11,3,3,3,0,2,166.51,0,0,0,1,1,False,False,False,True,False,False
0,8,3,3,3,0,0,134.85,1,1,0,0,1,False,True,False,False,True,False
1,11,5,3,7,0,3,163.94,1,1,0,0,1,False,True,False,False,True,False
1,9,4,5,9,0,8,152.07,1,1,0,0,0,False,False,False,False,True,False
1,11,5,1,3,1,4,169.87,0,1,1,1,0,False,True,False,True,False,False
8,10,4,2,2,0,3,162.37,0,0,1,0,1,False,False,False,False,True,False
19,24,3,3,6,0,2,205.27,0,0,0,1,1,False,False,False,False,False,False
1,24,5,1,7,0,4,148.67,1,1,1,0,0,True,False,False,False,True,False
7,17,5,1,5,0,2,171.82,0,0,1,1,1,False,True,False,True,False,False
14,11,5,1,9,0,12,233.55,0,0,1,1,0,True,False,False,False,False,False
28,26,4,5,11,1,5,179.85,0,0,0,1,0,True,False,False,True,False,False
9,16,4,3,2,1,7,156.73,0,0,0,0,0,True,False,False,True,False,False
1,13,3,5,1,0,3,148.98,0,1,0,0,1,False,True,False,True,False,False
10,10,5,1,2,0,5,201.44,0,0,1,1,0,True,False,False,False,False,False
30,16,4,3,4,0,4,154.42,0,0,0,0,0,True,False,False,False,True,False
4,17,5,3,3,0,5,190.78,0,1,0,1,0,True,False,False,True,False,False
15,9,1,2,3,1,3,152.31,0,0,1,0,1,False,False,False,True,False,False
28,8,3,1,3,1,2,266.59,0,0,1,1,1,False,True,True,False,False,False
1,13,6,3,2,0,1,148.51,1,1,0,0,1,True,False,False,False,True,False
15,19,1,5,6,0,0,155.38,0,0,0,0,1,True,False,False,True,False,False
1,9,4,3,4,0,1,159.85,1,1,0,0,1,False,True,False,False,True,False
9,25,4,3,3,0,1,171.01,0,0,0,1,1,True,False,False,True,False,False
7,35,4,3,3,1,8,177.07,0,0,0,1,0,True,False,False,True,False,False
7,10,3,3,10,0,2,165.38,0,0,0,1,1,False,False,False,True,False,False
20,7,5,5,4,1,6,231.73,0,0,0,1,0,True,False,False,False,False,False
3,13,4,2,3,0,9,156.31,0,1,1,0,0,False,False,False,False,True,False
1,8,4,3,5,0,3,154.09,1,1,0,0,1,True,False,False,False,True,False
1,10,4,1,3,0,1,145.61,0,1,1,0,1,True,False,False,False,True,False
11,12,2,3,2,0,4,160.0,0,0,0,0,0,False,True,False,False,True,False
20,9,4,1,9,1,3,318.28,0,0,1,1,1,True,False,False,False,False,True
25,35,3,1,3,0,0,134.82,0,0,1,0,1,True,False,False,False,True,False
0,10,4,5,2,0,3,142.56,0,1,0,0,1,True,False,False,True,False,False
14,10,5,4,7,0,2,164.3,0,0,0,0,1,True,False,False,True,False,False
1,15,2,3,9,0,3,160.17,0,1,0,0,1,True,False,False,False,True,False
19,9,4,1,6,0,4,176.6,1,0,1,1,0,False,True,False,True,False,False
31,23,4,5,10,0,3,179.05,0,0,0,1,1,False,True,False,True,False,False
8,9,4,3,8,0,3,147.31,0,0,0,0,1,True,False,False,False,True,False
7,6,1,2,1,0,9,197.25,0,0,1,1,0,True,False,False,True,False,False
1,11,3,5,4,0,3,153.19,0,1,0,0,1,False,False,False,False,True,False
8,6,4,3,2,0,4,128.59,0,0,0,0,0,False,True,False,False,True,False
4,26,1,2,1,0,2,127.91,0,1,1,0,1,False,False,False,False,True,False
4,7,6,3,5,0,3,163.33,0,1,0,0,1,True,False,False,False,True,False
9,7,5,2,2,0,1,178.63,0,0,1,1,1,False,False,False,True,False,False
2,8,3,3,2,0,2,146.49,0,1,0,0,1,True,False,False,True,False,False
30,7,5,1,4,0,0,208.83,0,0,1,1,1,True,False,False,False,False,False
1,23,4,3,4,0,1,206.61,1,1,0,1,1,True,False,False,False,False,False
23,18,3,1,5,0,1,192.08,0,0,1,1,1,False,True,False,False,False,False
2,7,4,1,3,0,3,152.06,0,1,1,0,1,True,False,False,False,True,False
18,35,3,1,5,1,2,193.8,0,0,1,1,1,False,False,False,False,False,False
17,11,3,4,8,0,10,282.13,0,0,0,1,0,True,False,False,False,False,True
19,16,4,4,10,0,16,148.48,0,0,0,0,0,True,False,False,True,False,False
5,8,3,4,1,0,6,154.7,0,1,0,0,0,True,False,False,True,False,False
10,9,5,1,3,0,9,163.86,0,0,1,0,0,False,True,False,True,False,False
0,32,3,2,2,0,4,161.8,0,1,1,0,0,False,True,False,True,False,False
26,36,4,1,4,0,1,159.82,0,0,1,0,1,True,False,False,False,True,False
24,18,4,4,5,0,5,324.26,0,0,0,1,0,False,True,False,False,False,True
1,13,6,3,6,1,8,186.72,1,1,0,1,0,False,False,False,True,False,False
10,15,3,5,11,0,6,242.13,0,0,0,1,0,False,False,False,False,False,False
14,13,4,3,9,0,14,257.37,0,0,0,1,0,False,True,True,False,False,False
8,14,4,1,3,0,1,154.72,0,0,1,0,1,False,True,False,False,True,False
9,33,3,3,7,0,7,152.37,0,0,0,0,0,True,False,False,True,False,False
4,14,4,4,2,0,3,154.83,0,1,0,0,1,False,True,False,False,True,False
2,12,4,2,3,0,3,174.08,0,1,1,1,1,False,True,False,True,False,False
17,34,1,1,4,1,11,233.2,0,0,1,1,0,True,False,True,False,False,False
5,13,2,1,6,0,8,179.6,0,1,1,1,0,True,False,False,True,False,False
1,27,4,4,2,1,5,146.48,1,1,0,0,0,True,False,False,False,True,False
3,15,5,2,3,1,3,175.56,0,1,1,1,1,False,False,False,True,False,False
24,6,3,1,2,0,0,127.23,0,0,1,0,1,True,False,False,False,True,False
1,17,5,3,3,0,1,137.0,0,1,0,0,1,False,True,False,False,True,False
12,14,3,5,3,1,8,181.05,0,0,0,1,0,True,False,False,True,False,False
20,9,4,3,8,0,2,303.61,0,0,0,1,1,True,False,True,False,False,False
18,12,5,3,5,0,4,156.62,0,0,0,0,0,False,True,False,False,True,False
12,9,4,4,7,0,9,150.92,0,0,0,0,0,True,False,False,False,True,False
15,14,3,2,2,0,9,284.3,0,0,1,1,0,True,False,False,False,False,True
28,8,3,2,3,1,2,266.59,0,0,1,1,1,False,True,True,False,False,False
10,10,4,4,6,0,8,169.85,0,0,0,1,0,False,True,False,True,False,False
27,25,3,5,10,1,4,154.85,0,0,0,0,0,True,False,False,True,False,False
20,8,3,2,6,0,4,150.7,0,0,1,0,0,True,False,False,True,False,False
0,33,3,1,2,1,7,158.13,1,1,1,0,0,False,True,False,True,False,False
0,33,3,1,2,0,9,176.39,1,1,1,1,0,True,False,False,False,False,False
7,7,4,5,1,0,9,153.43,0,0,0,0,0,False,True,False,True,False,False
8,34,4,4,4,0,3,148.11,0,0,0,0,1,False,True,False,False,True,False
1,7,6,5,2,0,1,148.25,1,1,0,0,1,False,True,False,False,True,False
1,9,2,3,2,0,8,190.0,0,1,0,1,0,False,True,False,True,False,False
1,35,3,5,8,1,0,166.73,1,1,0,1,1,True,False,False,True,False,False
4,6,5,5,2,0,7,150.03,0,1,0,0,0,True,False,False,True,False,False
14,9,4,2,3,0,9,171.61,0,0,1,1,0,False,True,False,True,False,False
6,11,3,2,7,0,2,199.98,0,0,1,1,1,False,False,False,True,False,False
19,32,5,1,2,0,9,184.06,0,0,1,1,0,True,False,False,True,False,False
19,9,4,3,6,0,8,176.54,0,0,0,1,0,True,False,False,True,False,False
11,21,4,5,3,0,18,155.34,0,0,0,0,0,True,False,False,False,True,False
1,21,4,2,7,1,5,149.36,1,1,1,0,0,False,False,False,False,True,False
15,19,4,2,5,1,1,172.66,0,0,1,1,1,False,False,False,False,True,False
1,26,2,1,10,1,5,178.04,1,1,1,1,0,False,True,False,True,False,False
13,15,4,3,3,0,8,162.55,0,0,0,0,0,True,False,False,False,True,False
21,10,4,1,3,0,2,252.02,0,0,1,1,1,True,False,True,False,False,False
0,11,1,5,2,0,5,140.0,0,1,0,0,0,True,False,False,True,False,False
6,11,5,3,3,0,9,186.62,0,0,0,1,0,True,False,False,True,False,False
15,8,3,1,3,1,9,201.24,0,0,1,1,0,True,False,False,False,False,False
4,35,4,2,3,0,10,182.75,0,1,1,1,0,False,False,False,True,False,False
12,9,4,2,3,1,1,142.02,0,0,1,0,1,False,False,False,False,True,False
